Numero de bit: 16 	 
51473295592904488553166255399	78288040064983167819664871794		 0.000623 
27138934136633693595593440530	75038018572742210465731575381		 0.000673 
51257560494249943923410601069	50806041130012116895523127787		 0.000723 
27049682498419303747011241091	50192620596325201925810183552		 0.000773 
40880129913669510342088126132	22732816061531909076690819913		 0.000823 
12086060531831564680401580086	41589925742881755708725168815		 0.000873 
13607200087557908753149908771	58689444483503237481692563380		 0.000924 
67572776067034193697628048759	9469868461658280115310018465		 0.000973 
51168937355591337814327772375	27445544318889539139834956231		 0.001024 
57104307319085454688871974324	59694755725499382797270726401		 0.001073 
Numero de bit: 112 	 
2143900865306118532422693500189682	1720292613635262472071829106430247		 0.000031 
3936219684214254497367102052811771	1188461449388104318229799254143883		 0.000082 
3588064367341057902639950719837558	4608144484756422199427178601645599		 0.000133 
2508072328071381395735109143574755	1871974017975623050671008422254598		 0.000184 
1427295264522015488594495577151839	2013258238852475092702376847994212		 0.000233 
176543779104501820063103376483766	811119222335700373732225624410468		 0.000286 
1828864580946652230834591205361107	3867072623512950510752578413564821		 0.000336 
3726366831301792808461448586506022	3448640162530542978322754933365722		 0.000385 
3500084561481111258140400129602539	4959183086180686471080056320169922		 0.000435 
3862133547155233084448040165697395	4741953644579351172352246461558800		 0.000484 
5156054878939648374815662631659463	561643754220137660810533305837857		 0.000534 
2957751106555427155032439860402409	1542743052850709179798798633870943		 0.000585 
3065815930820948996457355866626007	4218233480853525876993201241247860		 0.000635 
1431187818993292978258450157148583	2598803796856673117014426830054359		 0.000683 
3601808925841490205130079265527279	779128847371125923571951232271800		 0.000731 
2050169709429674600379663154164054	745105518602744987590499518527695		 0.000782 
3043686131679563995584970654740538	989191950078544734662472739400218		 0.000833 
5117954446089942865478840953598213	506618364091018301337634855192170		 0.000882 
2017321011828191742660973502001631	4450053121480880423441002533699637		 0.000931 
Numero de bit: 128 	 
133648001272709499623629663856413416644	175003884982756985729991566663094948312		 0.000031 
226662274139548198577409494246402189859	169603764915949811004074691660321500628		 0.000082 
170920697278049755581202079984659963168	310383941554339657711294511443210064190		 0.000151 
320637002809108340663749762009587943812	195153244976555582007033715852794805183		 0.000204 
279978475072794010193392442594438478199	320853913727579581544429906176871038438		 0.000257 
100627603878496025062671612035377230999	152803645207978994972989676213816781341		 0.000306 
288121390975057821659323897575612574931	56884158810215134703688676234207350898		 0.000357 
317872289848499304186107580445546429942	298955556732557370439096045636387970429		 0.000407 
330085137488282281042198554573310596726	183625220333961811625462025809286681332		 0.000457 
27273066400948921030686234286800282456	4196071713513564950773074062854244581		 0.000507 
243299280285621942589631226065926399158	85189054322861619250833529547217085346		 0.000558 
211369523392343215417234864077348410366	295858401962888972180198029871641134083		 0.000679 
180235175583070128419214634494822471227	42135437027955958009977391393277824523		 0.000729 
274239695766050797340001133474937990762	74611920982056411839450810227901555751		 0.000780 
105853921040035756531739979480671803542	194798684772283925513057514462409927191		 0.000832 
141087712078368889526943339900184846560	332088100682401786912712647038982406031		 0.000884 
202927163522345065920159878112635167586	35376724025412095565212238821838915250		 0.000935 
126115879204914297035781706732504708189	252304395718905502451132616044583785105		 0.000985 
111440829154471132279727728499767646812	293859622588110290009360316780651422653		 0.001036 
Numero de bit: 144 	 
9076147767187969274996029416194596208127481	15140052889414703964283028935588660459748339		 0.000037 
3823275714386703447660392185337414076244759	7511658572744525007079904004820879832994115		 0.000091 
18956512865347616119060311289424046287293317	17196145053713240175631381466185095363891404		 0.000145 
15499126369350705329234076696642964833928616	3341562282003088840281945133741523053054816		 0.000198 
6162110291540155686129458229183790422176641	537939038024370577154942173116094952215077		 0.000251 
15156391631357312172978125840677833761897641	20431194463617317059670524568310079120842030		 0.000305 
14102925545931350637583035763222614530910938	8807022623089163059144874042413126148434277		 0.000359 
3668965861636721043063963598776014871337564	1960344735162843970507537534860929239358478		 0.000412 
9489742325979072239759261921313036237901034	10861802772388253947987133226496491553886747		 0.000466 
10769441350891069969124500976380328645002251	18940921425983683472191603584355520449028788		 0.000521 
6142133606008125936270073802823980408890031	11211879817838877026215969269456781879597164		 0.000590 
10823288948691304901501890643399755478467156	4219820554131833459408556364408992310713011		 0.000651 
642123412032888175160425272301493633804225	9191306523190733021511570374925994850352364		 0.000711 
22295863881915573018227017502916025781434229	3838434547829798388376119159016511479201309		 0.000777 
7896385545105663897640803587976005068786726	17768496164667395701457625672095498922870177		 0.000841 
5356101585474388833718321154622849548862324	3607838682094910555954463095281377885255367		 0.000907 
19941924502559212160566712517508259623974723	13330278850741637516067066861655177513528076		 0.000971 
18051299355581250664052339216632736474574489	4377092322276720255658958012879764516831997		 0.001036 
16929981586762000703280819836764520213967964	1867785487881494015461321115717177093215336		 0.001103 
